id_request,created_date,request_state,price_eur,signed_date,,id_audit,audit_type,audit_confirmation_date,customer_name,id_organization,payment_term_days,report_published_date,audit_selected_date,authorization_requested_date,supplier_name,supplier_country,audited_product
61,2022-07-20,REPORT_AVAILABLE,7499,2022-07-26,1,262,EXISTING_AUDIT,,Customer 23,484,45,2022-09-20,2019-10-09,2022-07-29,Supplier 17,IN,Captopril
152,2023-04-03,REPORT_AVAILABLE,1705,2023-04-11,1,263,EXISTING_AUDIT,,Customer 1,401,15,2023-04-25,2022-06-03,2023-04-11,Supplier 35,CN,Metformin HCl
164,2023-03-03,REPORT_AVAILABLE,6924,2023-04-17,1,263,EXISTING_AUDIT,,Customer 31,443,15,2023-10-27,2022-06-03,2023-04-17,Supplier 35,CN,Ticlopidine Hcl
19,2023-08-04,REPORT_AVAILABLE,1743,2023-08-04,1,264,EXISTING_AUDIT,,Customer 47,485,15,2023-08-09,2022-07-25,2023-08-04,Supplier 18,DE,Ciprofloxacin
186,2022-04-13,REPORT_AVAILABLE,5333,2022-04-14,1,266,EXISTING_AUDIT,2022-04-14,Customer 12,420,60,2022-04-29,2021-08-30,2022-04-14,Supplier 29,IN,Erythromycin base
18,2023-05-24,REPORT_AVAILABLE,4669,2023-05-24,1,268,EXISTING_AUDIT,,Customer 48,486,15,2023-07-19,2021-11-22,2023-05-24,Supplier 25,DE,Ursodiol
84,2023-10-06,REPORT_AVAILABLE,4521,2023-10-06,1,272,EXISTING_AUDIT,,Customer 50,487,15,2023-10-16,2022-08-24,2023-10-06,Supplier 8,IN,Erythromycin base
8,2023-10-18,CONTRACT_SIGNED,1816,2023-10-18,1,276,EXISTING_AUDIT,,Customer 44,488,30,,2023-06-09,2023-10-19,Supplier 25,DE,Ibuprofen
135,2021-11-23,REPORT_AVAILABLE,3580,2021-11-23,1,105,NEW_AUDIT,2021-04-16,Customer 23,484,45,2022-08-10,2021-04-16,,Supplier 4,IN,Erythromycin base
63,2021-12-01,REPORT_AVAILABLE,1904,2021-12-01,1,109,NEW_AUDIT,2022-03-10,Customer 7,489,45,2022-07-14,2022-03-10,,Supplier 18,DE,Fexofenadine hydrochloride
117,2022-05-17,REPORT_AVAILABLE,1939,2022-05-23,1,120,NEW_AUDIT,,Customer 58,490,30,2022-08-02,2022-06-08,,Supplier 6,CN,Menthol
91,2023-03-13,CONTACT_DETAILS_AVAILABLE,3919,2023-07-26,1,121,NEW_AUDIT,,Customer 51,491,15,,,,Supplier 18,DE,Sodium hydrogen carbonate
40,2021-02-26,REPORT_AVAILABLE,6239,2021-10-29,1,128,NEW_AUDIT,2020-03-16,Customer 51,492,30,2022-01-24,2020-03-16,,Supplier 22,CN,Aluminium tubes
112,2020-10-05,REPORT_AVAILABLE,4775,2020-10-07,1,129,NEW_AUDIT,2019-09-18,Customer 53,493,15,2021-05-07,2019-09-18,,Supplier 16,IN,Iopamidol (API)
4,2024-01-05,CONTRACT_SIGNED,4652,2024-01-05,1,136,NEW_AUDIT,,Customer 30,494,15,,,,Supplier 32,IN,Asprin (Granular)
144,2020-05-19,REPORT_AVAILABLE,1629,2021-01-28,1,142,NEW_AUDIT,2021-12-20,Customer 56,435,15,2022-04-26,2021-12-20,,Supplier 10,DE,Ciprofloxacin
34,2020-09-01,REPORT_AVAILABLE,5178,2020-09-01,1,145,NEW_AUDIT,2020-09-30,Customer 27,495,15,2021-01-26,2020-09-30,,Supplier 34,CN,Erythromycin base
142,2021-05-20,REPORT_AVAILABLE,537,2021-08-02,1,146,NEW_AUDIT,2022-03-17,Customer 28,496,15,2022-07-22,2022-03-17,,Supplier 18,DE,Lecitina
54,2023-02-01,AUDIT_DATE_AVAILABLE,3796,2023-06-01,1,153,NEW_AUDIT,,Customer 36,497,15,,2023-07-26,,Supplier 16,IN,Vitamin B12
17,2021-05-21,REPORT_AVAILABLE,2059,2021-06-04,1,159,NEW_AUDIT,2021-10-01,Customer 28,498,60,2022-01-10,2021-10-01,,Supplier 20,CN,Aluminium tubes
172,2023-02-10,REPORT_AVAILABLE,3788,2023-02-17,1,163,NEW_AUDIT,,Customer 30,499,30,2023-07-27,2023-03-10,,Supplier 17,IN,Cetirizine
200,2022-03-24,CONTRACT_SIGNED,996,2022-06-14,1,168,NEW_AUDIT,,Customer 58,490,30,,,,Supplier 11,FR,Sodium hydrogen carbonate
3,2024-01-05,CONTACT_DETAILS_AVAILABLE,7572,2024-01-05,1,170,NEW_AUDIT,,Customer 38,500,15,,,,Supplier 25,DE,Ibuprofen
53,2022-02-01,REPORT_AVAILABLE,1731,2022-02-01,1,182,NEW_AUDIT,2022-03-09,Customer 8,501,60,2022-08-02,2022-03-09,,Supplier 21,DE,Fexofenadine hydrochloride
180,2020-10-02,REPORT_AVAILABLE,7556,2020-10-06,1,188,NEW_AUDIT,2022-02-09,Customer 53,502,15,2022-11-21,2022-02-09,,Supplier 26,TW,Menthol
127,2023-01-19,CONTRACT_SIGNED,5712,2023-01-19,1,191,NEW_AUDIT,,Customer 9,503,15,,,,Supplier 32,IN,Fexofenadine hydrochloride
154,2023-10-19,AUDIT_PREPARATION,3952,2023-10-19,1,198,NEW_AUDIT,,Customer 58,504,90,,2023-10-26,,Supplier 23,DK,(Bottle) Caps
188,2022-04-12,REPORT_AVAILABLE,2965,2022-04-12,1,205,NEW_AUDIT,2022-04-25,Customer 24,505,15,2022-06-28,2022-04-25,,Supplier 30,NL,Glycine
11,2019-12-05,REPORT_AVAILABLE,99,2020-02-06,1,208,NEW_AUDIT,2020-08-17,Customer 6,433,15,2021-04-06,2020-08-17,,Supplier 21,DE,PVC foil
197,2020-08-06,REPORT_AVAILABLE,5121,2021-02-26,1,210,NEW_AUDIT,2021-03-03,Customer 8,501,60,2021-05-12,2021-03-03,,Supplier 33,TN,Tetracain HCl
105,2020-11-05,REPORT_AVAILABLE,4552,2020-11-26,1,216,NEW_AUDIT,2020-12-15,Customer 53,506,15,2021-06-01,2020-12-15,,Supplier 19,PT,PVC foil
66,2020-09-15,REPORT_AVAILABLE,8939,2020-09-17,1,220,NEW_AUDIT,2020-10-07,Customer 60,507,15,2020-12-18,2020-10-07,,Supplier 22,CN,Tetracain HCl
187,2023-07-04,AUDIT_DATE_AVAILABLE,7746,2023-07-04,1,223,NEW_AUDIT,,Customer 2,508,15,,2023-09-13,,Supplier 35,CN,Captopril
198,2022-01-25,REPORT_AVAILABLE,7967,2022-01-25,1,234,NEW_AUDIT,2022-02-10,Customer 43,509,15,2022-05-17,2022-02-10,,Supplier 22,CN,PVC foil
115,2021-02-18,REPORT_AVAILABLE,7013,2021-02-22,1,235,NEW_AUDIT,2021-05-27,Customer 33,510,15,2021-10-21,2021-05-27,,Supplier 13,AT,PVC foil
125,2021-04-22,REPORT_AVAILABLE,8965,2021-04-22,1,236,NEW_AUDIT,2021-08-31,Customer 52,511,60,2022-04-01,2021-08-31,,Supplier 25,DE,Sodium chloride
85,2022-01-20,REPORT_AVAILABLE,6256,2022-01-20,1,238,NEW_AUDIT,2022-02-10,Customer 60,438,15,2022-05-27,2022-02-10,,Supplier 5,DE,Lecitina
95,2021-08-19,REPORT_AVAILABLE,7653,2021-08-19,1,241,NEW_AUDIT,2021-11-19,Customer 41,512,15,2022-05-18,2021-11-19,,Supplier 6,IN,Acebutolol hydrochloride
65,2020-07-15,REPORT_AVAILABLE,1552,2020-08-04,1,252,NEW_AUDIT,2021-09-09,Customer 11,420,60,2022-05-30,2021-09-09,,Supplier 31,CZ,Erythromycin base
191,2023-04-21,AUDIT_PREPARATION,3072,2023-04-21,1,258,NEW_AUDIT,,Customer 33,510,15,,2023-06-13,,Supplier 17,IN,Paracetamol
155,2021-01-13,REPORT_AVAILABLE,1369,2021-01-22,1,270,NEW_AUDIT,2021-02-05,Customer 44,488,30,2021-08-31,2021-02-05,,Supplier 18,DE,Ciprofloxacin
62,2021-02-11,REPORT_AVAILABLE,6126,2021-02-23,1,273,NEW_AUDIT,2021-03-18,Customer 43,509,15,2021-10-07,2021-03-18,,Supplier 20,CN,Fexofenadine hydrochloride
50,2021-02-04,REPORT_AVAILABLE,8511,2021-02-04,1,274,NEW_AUDIT,2021-03-03,Customer 50,487,30,2021-12-15,2021-03-03,,Supplier 8,IN,Sodium hydrogen carbonate
134,2021-03-26,REPORT_AVAILABLE,7784,2021-03-26,1,279,NEW_AUDIT,2021-04-16,Customer 52,511,60,2021-11-18,2021-04-16,,Supplier 22,CN,Sodium hydrogen carbonate
77,2020-09-09,REPORT_AVAILABLE,7040,2020-11-25,1,280,NEW_AUDIT,2021-01-13,Customer 17,513,15,2021-04-30,2021-01-13,,Supplier 24,IN,Ticlopidine Hcl
119,2022-10-28,REPORT_AVAILABLE,7864,2022-11-04,1,100,EXISTING_AUDIT,,Customer 45,514,60,2023-01-05,2022-09-05,,Supplier 13,AT,Aluminium tubes
14,2022-12-16,REPORT_AVAILABLE,6470,2022-12-20,1,101,EXISTING_AUDIT,,Customer 31,515,15,2023-03-09,2022-09-23,,Supplier 20,CN,Menthol
64,2023-02-24,REPORT_AVAILABLE,8813,2023-02-27,1,106,EXISTING_AUDIT,,Customer 39,516,15,2023-07-24,2022-11-24,,Supplier 18,DE,Sodium chloride
106,2022-05-09,REPORT_AVAILABLE,3147,2022-05-19,1,107,EXISTING_AUDIT,2022-05-19,Customer 42,517,15,2023-01-23,2022-02-24,,Supplier 23,DK,Bisoprolol fumarate
157,2022-10-20,REPORT_AVAILABLE,8788,2022-10-20,1,110,EXISTING_AUDIT,,Customer 15,518,15,2023-03-01,2022-09-12,,Supplier 26,TW,Mupirocin calcium
46,2022-04-12,REPORT_AVAILABLE,5906,2022-04-14,1,113,EXISTING_AUDIT,2022-04-14,Customer 14,519,45,2022-07-01,2021-10-15,,Supplier 9,DE,Captopril
143,2022-07-20,REPORT_AVAILABLE,6066,2022-07-26,1,115,EXISTING_AUDIT,,Customer 23,484,45,2023-02-28,2022-04-18,,Supplier 17,IN,Bisoprolol fumarate
139,2021-04-19,REPORT_AVAILABLE,99,2021-09-08,1,117,EXISTING_AUDIT,2021-09-08,Customer 10,520,30,2022-05-10,2021-11-24,,Supplier 5,DE,Aluminium tubes
145,2023-03-08,REPORT_AVAILABLE,5666,2023-03-20,1,125,EXISTING_AUDIT,,Customer 29,521,60,2023-05-03,2022-11-04,,Supplier 20,CN,Cetirizine
148,2021-12-27,REPORT_AVAILABLE,834,2021-12-27,1,131,EXISTING_AUDIT,2021-12-27,Customer 4,522,15,2022-07-08,2022-01-11,,Supplier 35,CN,Clindamycin HCl
7,2022-01-25,REPORT_AVAILABLE,2040,2022-07-28,1,139,EXISTING_AUDIT,,Customer 51,523,60,2022-10-21,2022-04-11,,Supplier 33,TN,Menthol
68,2019-11-08,REPORT_AVAILABLE,2047,2019-11-14,1,147,EXISTING_AUDIT,2019-11-14,Customer 34,524,15,2020-01-10,2019-11-04,,Supplier 34,CN,Vitamin B12
79,2022-06-01,REPORT_AVAILABLE,5932,2022-06-07,1,149,EXISTING_AUDIT,,Customer 52,525,15,2023-07-10,2022-09-19,,Supplier 29,IN,Ibuprofen
163,2023-03-01,REPORT_AVAILABLE,8643,2023-03-07,1,149,EXISTING_AUDIT,,Customer 37,457,15,2023-11-14,2022-09-19,,Supplier 29,IN,Ibuprofen
193,2022-06-14,REPORT_AVAILABLE,8311,2022-06-14,1,152,EXISTING_AUDIT,,Customer 58,490,30,2023-01-26,2022-03-18,,Supplier 35,CN,Clindamycin HCl
45,2022-08-08,REPORT_AVAILABLE,7048,2022-08-19,1,154,EXISTING_AUDIT,,Customer 29,526,15,2022-11-16,2022-04-08,,Supplier 18,DE,Menthol
103,2023-01-10,REPORT_AVAILABLE,456,2023-01-10,1,155,EXISTING_AUDIT,,Customer 52,527,15,2023-03-15,2022-11-16,,Supplier 25,DE,Clindamycin HCl
22,2022-08-03,AUDIT_PERFORMED,4240,2022-08-03,1,156,EXISTING_AUDIT,,Customer 52,528,15,,2022-03-01,,Supplier 11,FR,Sodium chloride
1,2024-01-10,CONTACT_DETAILS_AVAILABLE,1078,2024-01-10,1,160,EXISTING_AUDIT,,Customer 52,529,15,,,,Supplier 10,DE,Sodium chloride
86,2023-03-19,REPORT_AVAILABLE,6000,2023-03-22,1,161,EXISTING_AUDIT,,Customer 38,530,15,2023-06-30,2022-06-27,,Supplier 22,CN,(Bottle) Caps
24,2024-01-10,CONTRACT_SIGNED,5035,2024-01-10,1,162,EXISTING_AUDIT,,Customer 47,531,15,,,,Supplier 9,DE,Cetirizine
9,2020-12-17,REPORT_AVAILABLE,399,2020-12-17,1,165,EXISTING_AUDIT,2020-12-17,Customer 46,532,15,2021-05-14,2020-11-23,,Supplier 25,DE,Tetracain HCl
171,2023-01-20,REPORT_AVAILABLE,6603,2023-04-19,1,166,EXISTING_AUDIT,,Customer 34,533,15,2023-07-27,2022-12-01,,Supplier 20,CN,PVC foil
122,2020-08-03,REPORT_AVAILABLE,8190,2020-08-05,1,167,EXISTING_AUDIT,2020-08-05,Customer 29,534,15,2022-04-19,2019-11-29,,Supplier 34,CN,Sodium chloride
76,2020-01-29,REPORT_AVAILABLE,3017,2020-02-04,1,169,EXISTING_AUDIT,2020-02-04,Customer 59,535,15,2022-04-06,2020-06-26,,Supplier 22,CN,Sodium hydrogen carbonate
132,2022-11-18,REPORT_AVAILABLE,5814,2023-02-13,1,172,EXISTING_AUDIT,,Customer 25,536,15,2023-05-17,2022-01-24,,Supplier 35,CN,Menthol
59,2020-09-15,REPORT_AVAILABLE,7545,2020-10-07,1,174,EXISTING_AUDIT,2020-10-07,Customer 39,537,15,2021-07-21,2020-12-08,,Supplier 11,FR,Paracetamol
160,2022-09-20,REPORT_AVAILABLE,1886,2022-11-17,1,175,EXISTING_AUDIT,,Customer 60,538,15,2023-02-15,2022-12-02,,Supplier 18,DE,Menthol
165,2022-03-02,REPORT_AVAILABLE,8802,2022-04-11,1,176,EXISTING_AUDIT,2022-04-11,Customer 30,539,30,2022-08-03,2022-02-22,,Supplier 31,CZ,Fexofenadine hydrochloride
41,2023-03-27,AUDIT_PREPARATION,3388,2023-06-12,1,181,EXISTING_AUDIT,,Customer 37,540,15,,2023-05-17,,Supplier 21,DE,Iopamidol (API)
35,2023-08-21,CONTACT_DETAILS_AVAILABLE,1612,2023-08-21,1,185,EXISTING_AUDIT,,Customer 50,491,15,,,,Supplier 18,DE,Ticlopidine Hcl
13,2022-08-30,REPORT_AVAILABLE,5563,2023-01-03,1,186,EXISTING_AUDIT,,Customer 51,541,15,2023-07-31,2023-02-03,,Supplier 11,FR,Clindamycin HCl
29,2024-01-10,CONTRACT_SIGNED,4977,2024-01-10,1,187,EXISTING_AUDIT,,Customer 57,403,15,,,,Supplier 27,CN,Asprin (Granular)
175,2023-05-23,REPORT_AVAILABLE,8232,2023-05-23,1,193,EXISTING_AUDIT,,Customer 52,542,15,2023-11-07,2022-08-05,,Supplier 27,CN,Paracetamol
177,2021-01-27,REPORT_AVAILABLE,6119,2021-01-29,1,196,EXISTING_AUDIT,2021-01-29,Customer 53,543,15,2021-03-22,2020-12-21,,Supplier 24,IN,Iopamidol (API)
83,2021-07-02,REPORT_AVAILABLE,4345,2021-07-02,1,201,EXISTING_AUDIT,2021-07-02,Customer 59,544,15,2021-12-23,2021-07-05,,Supplier 34,CN,Ticlopidine Hcl
16,2022-12-29,REPORT_AVAILABLE,2095,2022-12-30,1,204,EXISTING_AUDIT,,Customer 20,545,45,2023-07-10,2022-06-20,,Supplier 15,TW,Ursodiol
51,2023-02-06,REPORT_AVAILABLE,5899,2023-02-06,1,207,EXISTING_AUDIT,,Customer 38,546,15,2023-05-18,2022-12-05,,Supplier 34,CN,Vitamin B12
190,2022-08-02,REPORT_AVAILABLE,8840,2022-08-25,1,211,EXISTING_AUDIT,,Customer 41,437,15,2022-10-10,2022-05-17,,Supplier 31,CZ,(Bottle) Caps
126,2023-11-16,AUDIT_DATE_AVAILABLE,6834,2023-11-16,1,221,EXISTING_AUDIT,,Customer 33,429,15,,2023-09-18,,Supplier 20,CN,d-Camphor
178,2021-05-03,REPORT_AVAILABLE,4746,2021-05-19,1,222,EXISTING_AUDIT,2021-05-19,Customer 55,547,15,2021-09-28,2021-06-02,,Supplier 9,DE,Captopril
94,2023-11-23,AUDIT_DATE_AVAILABLE,8355,2023-11-23,1,223,EXISTING_AUDIT,,Customer 30,418,15,,2023-09-13,,Supplier 35,CN,Captopril
185,2023-04-17,REPORT_AVAILABLE,6636,2023-05-02,1,226,EXISTING_AUDIT,,Customer 47,548,15,2023-07-11,2022-11-03,,Supplier 26,TW,Bisoprolol fumarate
39,2022-02-07,REPORT_AVAILABLE,913,2022-02-07,1,227,EXISTING_AUDIT,2022-02-07,Customer 33,549,15,2022-07-22,2021-12-23,,Supplier 19,PT,Menthol
23,2021-11-03,REPORT_AVAILABLE,4828,2021-11-03,1,233,EXISTING_AUDIT,2021-11-03,Customer 40,420,60,2022-10-04,2021-06-17,,Supplier 22,CN,Lecitina
176,2020-03-04,REPORT_AVAILABLE,2205,2020-03-10,1,239,EXISTING_AUDIT,2020-03-10,Customer 50,487,30,2020-06-18,2020-03-04,,Supplier 14,ES,Iopamidol (API)
123,2021-12-01,REPORT_AVAILABLE,3795,2021-12-17,1,252,EXISTING_AUDIT,2021-12-17,Customer 20,550,15,2022-05-30,2021-09-09,,Supplier 31,CZ,Sodium hydrogen carbonate
57,2022-01-05,REPORT_AVAILABLE,7646,2022-02-17,1,254,EXISTING_AUDIT,2022-02-17,Customer 52,523,60,2022-09-29,2022-03-01,,Supplier 28,CH,Ibuprofen
80,2022-03-23,REPORT_AVAILABLE,3902,2022-06-07,1,254,EXISTING_AUDIT,,Customer 59,551,15,2022-09-30,2022-03-01,,Supplier 28,CH,Ibuprofen
87,2022-05-23,REPORT_AVAILABLE,5300,2022-09-12,1,256,EXISTING_AUDIT,,Customer 54,462,15,2023-01-02,2022-05-03,,Supplier 18,DE,Glycine
161,2023-05-03,REPORT_AVAILABLE,175,2023-05-04,1,265,EXISTING_AUDIT,,Customer 59,552,15,2023-07-07,2023-02-10,,Supplier 32,IN,Sodium hydrogen carbonate
173,2023-04-25,REPORT_AVAILABLE,5448,2023-05-05,1,265,EXISTING_AUDIT,,Customer 37,553,15,2023-07-07,2023-02-10,,Supplier 32,IN,Erythromycin base
162,2023-10-10,AUDIT_PERFORMED,2065,2023-10-10,1,267,EXISTING_AUDIT,,Customer 46,554,15,,2023-10-03,,Supplier 21,DE,Diosmin
52,2022-09-28,REPORT_AVAILABLE,6441,2022-09-30,1,269,EXISTING_AUDIT,,Customer 49,555,15,2022-11-17,2022-02-28,,Supplier 12,IN,Diosmin
21,2023-06-23,REPORT_AVAILABLE,1989,2023-06-23,1,271,EXISTING_AUDIT,,Customer 60,438,15,2023-07-25,2023-03-01,,Supplier 2,PL,Erythromycin base
104,2020-02-27,REPORT_AVAILABLE,4975,2020-03-16,1,275,EXISTING_AUDIT,2020-03-16,Customer 54,556,15,2020-09-03,2020-01-13,,Supplier 28,CH,Tetracain HCl
111,2020-05-25,REPORT_AVAILABLE,2571,2020-05-29,1,275,EXISTING_AUDIT,2020-05-29,Customer 42,517,15,2020-09-03,2020-01-13,,Supplier 28,CH,Mupirocin calcium
49,2023-10-31,AUDIT_DATE_AVAILABLE,914,2023-10-31,1,277,EXISTING_AUDIT,,Customer 48,416,30,,2023-07-18,,Supplier 5,DE,Mupirocin calcium
109,2022-12-16,REPORT_AVAILABLE,2952,2022-12-19,1,278,EXISTING_AUDIT,,Customer 10,520,30,2023-04-11,2022-12-15,,Supplier 1,IT,Captopril
